Date	OR	Odor	Concentration	NormalizedLuc
93010	1235	1291	10	1.5184
93010	1451	1291	10	2.0809
93010	1458	1291	10	1.6245
93010	1557	1291	10	1.7449
93010	1580	1294	10	1.8929
93010	1714	1294	10	2.4357
93010	1568	1298	10	1.8648
93010	1729	1298	10	1.3104
93010	1122	1295	10	1.4639
93010	1239	1295	10	2.4535
93010	1451	1295	10	3.0073
93010	1559	1295	10	2.486
93010	1580	1295	10	2.1395
93010	1119	1346	10	2.1749
93010	1239	1346	10	2.305
93010	1699	1346	10	1.5736
93010	1553	1300	10	1.4864
93010	1705	1300	10	2.1227
93010	1720	1300	10	1.5789
93010	1235	1309	10	2.4648
93010	1562	1309	10	3.2798
93010	1589	1309	10	51.3961
93010	1692	1309	10	3.7323
93010	1712	1309	10	2.0804
93010	1124	1301	10	2.2232
93010	1234	1301	10	2.0507
93010	1451	1301	10	2.4166
93010	1556	1301	10	1.9289
93010	1577	1301	10	2.1305
93010	1616	1301	10	24.2071
93010	1637	1301	10	1.9267
93010	1724	1303	10	2.1467
93010	1561	1302	10	1.5525
93010	1566	1302	10	1.9696
93010	1122	1311	10	1.6207
93010	1123	1311	10	2.4669
93010	1553	1311	10	2.2872
93010	1589	1311	10	27.2106
93010	1616	1311	10	8.9237
93010	1720	1311	10	1.4035
93010	1455	1331	10	1.3272
93010	1458	1331	10	1.64
93010	1549	1331	10	0.71292
93010	1551	1331	10	1.7093
93010	1589	1331	10	1.6148
93010	1616	1331	10	8.9115
93010	1724	1331	10	1.9198
93010	1616	1333	10	6.3424
100210	1727	1339	10	0.90572
100210	1708	1340	10	0.40511
100210	1713	1340	10	0.25634
100210	1720	1340	10	0.30195
100210	1589	1342	10	0.54696
100210	1616	1342	10	2.1101
100210	1724	1345	10	0.44168
100210	1637	1379	10	0.43836
100210	1119	1307	10	1.1208
100210	1720	1313	10	0.33305
100210	1589	1317	10	5.2322
100210	1561	1318	10	0.43852
100210	1727	1319	10	0.65748
100210	1589	1326	10	11.3076
100210	1455	1332	10	0.56186
100210	1589	1332	10	10.4061
100210	1234	1281	10	0.85447
100210	1235	1281	10	0.72353
100210	1236	1281	10	0.55364
100210	1237	1281	10	0.40549
100210	1455	1281	10	0.65977
100210	1557	1281	10	0.70049
100210	1568	1281	10	0.71481
100210	1727	1281	10	1.3468
100210	1238	1289	10	1.0465
100210	1553	1289	10	0.69231
100210	1554	1289	10	0.85853
100210	1637	1289	10	0.78408
100210	1697	1289	10	0.79981
100210	1700	1289	10	1.3278
100210	1717	1289	10	0.71333
100210	1701	1289	10	0.99195
100210	1121	1299	10	1.0531
100210	1549	1299	10	0.57739
100210	1589	1299	10	23.4604
100210	1616	1299	10	6.0837
100210	1720	1299	10	0.52208
100210	1723	1299	10	0.81515
100210	1727	1299	10	1.1121
100210	1731	1299	10	0.78338
100210	1125	1308	10	1.0026
100210	1241	1308	10	0.72652
100210	1454	1308	10	0.70655
100210	1455	1308	10	0.78488
100210	1458	1308	10	0.63736
100210	1549	1308	10	0.33271
100210	1550	1308	10	0.70076
100210	1552	1308	10	0.73803
100210	1569	1314	10	0.68142
100210	1576	1314	10	0.83321
100210	1577	1314	10	1.2022
100210	1696	1314	10	1.1328
100210	1698	1314	10	0.84996
100210	1713	1314	10	0.66257
100210	1714	1314	10	1.1818
100210	1725	1314	10	0.69535
100210	1127	1316	10	1.055
100210	1234	1316	10	1.1511
100210	1240	1316	10	1.339
100210	1241	1316	10	0.96452
100210	1552	1316	10	1.1375
100210	1558	1316	10	1.106
100210	1559	1316	10	1.2318
100210	1562	1316	10	1.8167
100210	1125	1391	10	1.3298
100210	1234	1391	10	1.4504
100210	1238	1391	10	1.8601
100210	1455	1391	10	1.0869
100210	1458	1391	10	1.1381
100210	1550	1391	10	1.7593
100210	1551	1391	10	2.1241
100210	1552	1391	10	1.7783
71209	1116	1278	100	0.18574
NA	1067	1278	100	1.0658
62202	1282	1278	100	0.21473
NA	1350	1278	100	0.12484
NA	1062	1278	100	0.18041
NA	1067	1078	100	1.3624
62202	1287	1078	100	0.19452
71209	1120	1078	100	0.33749
NA	1115	1375	100	0.54463
NA	1067	1375	100	1.318
NA	1067	1064	100	1.1145
NA	1142	1147	100	0.1178
90509	1459	1147	100	0.15785
NA	1115	1147	100	0.18546
NA	1141	1147	100	0.073408
NA	1042	1147	100	0.12865
NA	1128	1147	100	0.093
NA	1163	1147	100	0.099969
71209	1123	1147	100	0.17362
71209	1411	1147	100	0.29586
62202	1262	1147	100	0.14625
62202	1261	1147	100	0.079091
NA	1161	1147	100	0.12544
NA	1174	1147	100	0.10631
90509	1536	1147	100	2.5206
NA	1067	1147	100	1.1311
81909	1067	1147	100	1.7642
90509	1474	1147	100	0.1614
71209	1404	1147	100	0.65903
NA	1073	1147	100	0.31601
NA	1085	1147	100	0.12397
90509	1529	1147	100	0.31887
90509	1530	1147	100	0.38887
62202	1287	1147	100	0.26985
NA	1040	1147	100	0.10571
71209	1120	1147	100	2.3092
NA	1108	1147	100	0.10213
71209	1119	1147	100	0.20857
NA	1119	1147	100	0.11089
62202	1272	1147	100	0.087336
62202	1271	1172	100	0.10143
62202	1363	1172	100	0.099145
NA	1067	1172	100	0.80944
71209	1048	1172	100	0.16307
71209	1404	1172	100	1.0422
NA	1073	1172	100	0.415
62202	1287	1172	100	0.27422
90509	1461	1172	100	0.12247
71209	1120	1172	100	1.6306
71209	1119	1172	100	0.48874
90509	1532	1116	100	2.7699
NA	1115	1174	100	0.69361
90509	1536	1174	100	2.5525
NA	1067	1174	100	0.64915
NA	1067	1174	100	1.581
71209	1404	1174	100	1.5525
NA	1073	1174	100	0.41844
62202	1282	1174	100	0.31745
90509	1530	1174	100	0.34471
62202	1287	1174	100	0.40344
71209	1120	1174	100	1.2318
62202	1285	1145	100	0.077269
NA	1067	1145	100	0.7178
NA	1067	1145	100	1.5322
62202	1287	1145	100	0.38205
NA	1115	1377	100	0.23544
NA	1067	1377	100	0.90762
71209	1048	1377	100	0.20643
71209	1404	1377	100	0.88663
NA	1073	1377	100	0.37078
NA	1082	1377	100	0.11258
62202	1282	1377	100	0.25017
NA	1350	1377	100	0.0984
NA	1108	1377	100	0.11281
90509	1536	1376	100	2.6699
NA	1067	1376	100	7.0705
NA	1067	1376	100	1.4991
NA	1054	1376	100	0.21555
90509	1531	1376	100	0.17162
90509	1529	1376	100	0.33839
90509	1530	1376	100	0.52086
62202	1287	1376	100	0.41363
62202	1246	1278	100	0.088705
NA	1132	1278	100	0.087956
71209	1123	1278	100	0.14674
62202	1261	1278	100	0.073954
62202	1269	1278	100	0.073184
62202	1337	1278	100	0.093341
NA	1067	1278	100	0.49426
71209	1048	1278	100	0.226
90509	1487	1278	100	0.19441
62202	1382	1278	100	0.088116
NA	1456	1278	100	0.078567
NA	1453	1278	100	0.084392
62202	1294	1278	100	0.13232
NA	1070	1078	100	0.087172
NA	1042	1078	100	0.15331
90509	1518	1078	100	0.10212
90509	1536	1078	100	2.0937
NA	1067	1078	100	8.7465
NA	1067	1078	100	0.60596
71209	1048	1078	100	0.1938
62202	1282	1078	100	0.11754
71209	1437	1078	100	0.15456
90509	1530	1078	100	0.20849
71209	1119	1078	100	0.15333
71209	1431	1375	100	0.15516
90509	1493	1375	100	0.16437
71209	1441	1375	100	0.15597
71209	1361	1375	100	0.16123
NA	1074	1375	100	0.09327
NA	1174	1375	100	0.081099
NA	1067	1375	100	0.80004
71209	1401	1375	100	0.16548
71209	1048	1375	100	0.17225
71209	1404	1375	100	0.50271
71209	1393	1375	100	0.1633
62202	1282	1375	100	0.13438
NA	1079	1375	100	0.15333
NA	1350	1375	100	0.1021
90509	1484	1375	100	0.16746
NA	1095	1375	100	0.15263
71209	1368	1375	100	0.13878
90509	1493	1064	100	0.15093
71209	1230	1064	100	0.17145
NA	1067	1064	100	0.6673
71209	1048	1064	100	0.19232
62202	1282	1064	100	0.1638
71209	1431	1147	100	0.18326
71209	1388	1147	100	0.14032
90509	1493	1147	100	0.20133
NA	1039	1147	100	0.11513
71209	1441	1147	100	0.14321
90509	1489	1147	100	0.16878
90509	1578	1147	100	0.22794
71209	1230	1147	100	0.15858
62202	1259	1147	100	0.086627
62202	1467	1147	100	0.1161
62202	1307	1147	100	0.08279
71209	1422	1147	100	0.14419
90509	1518	1147	100	0.15804
62202	1286	1147	100	0.14199
NA	1506	1147	100	0.13663
NA	1067	1147	100	0.55926
90509	1576	1147	100	0.18739
71209	1562	1147	100	0.15661
NA	1047	1147	100	0.12514
71209	1048	1147	100	0.20632
NA	1082	1147	100	0.080491
90509	1350	1147	100	0.18487
90509	1512	1147	100	0.20184
90509	1505	1147	100	0.20665
90509	1463	1147	100	0.17064
90509	1531	1147	100	0.16049
NA	1095	1147	100	0.10244
90509	1478	1147	100	0.18429
NA	1037	1147	100	0.13195
90509	1475	1172	100	0.13538
71209	1441	1172	100	0.13637
NA	1148	1172	100	0.060441
62202	1324	1172	100	0.10083
62202	1285	1172	100	0.092379
NA	1174	1172	100	0.064804
NA	1510	1172	100	0.053339
62202	1296	1172	100	0.1117
NA	1067	1172	100	0.58047
NA	1541	1172	100	0.06561
NA	1456	1172	100	0.096558
NA	1350	1172	100	0.077454
NA	1088	1172	100	0.071813
62202	1484	1172	100	0.074217
62202	1272	1172	100	0.062992
90509	1501	1116	100	0.15182
90509	1475	1116	100	0.14013
90509	1519	1116	100	0.17663
90509	1509	1116	100	0.16215
71209	1230	1116	100	0.18559
NA	1174	1116	100	0.063715
NA	1067	1116	100	0.71826
NA	1067	1116	100	0.90799
71209	1048	1116	100	0.13231
90509	1494	1116	100	0.24975
90509	1487	1116	100	0.12841
62202	1282	1116	100	0.14984
NA	1350	1116	100	0.10174
90509	1468	1116	100	0.14547
NA	1150	1174	100	0.057046
NA	1142	1174	100	0.073251
62202	1297	1174	100	0.10364
NA	1148	1174	100	0.067206
NA	1128	1174	100	0.056807
62202	1324	1174	100	0.096128
NA	1154	1174	100	0.063293
90509	1535	1174	100	0.24706
90509	1532	1174	100	2.6128
NA	1161	1174	100	0.06468
NA	1174	1174	100	0.092254
62202	1363	1174	100	0.058905
71209	1048	1174	100	0.16609
71209	1407	1174	100	0.13033
62202	1315	1174	100	0.058209
62202	1272	1174	100	0.055349
62202	1251	1174	100	0.08423
62202	1389	1145	100	0.080908
62202	1279	1145	100	0.068855
NA	1142	1145	100	0.07791
62202	1298	1145	100	0.072986
NA	1117	1145	100	0.06924
NA	1183	1145	100	0.14027
NA	1130	1145	100	0.048728
62202	1265	1145	100	0.070037
62202	1258	1145	100	0.047844
62202	1266	1145	100	0.053165
NA	1174	1145	100	0.067876
90509	1536	1145	100	2.6203
NA	1067	1145	100	5.5514
71209	1048	1145	100	0.16861
NA	1112	1145	100	0.050032
NA	1088	1145	100	0.050637
90509	1468	1145	100	0.16122
90509	1531	1145	100	0.18112
90509	1493	1377	100	0.16385
NA	1142	1377	100	0.076683
71209	1230	1377	100	0.17776
71209	1361	1377	100	0.16457
NA	1067	1377	100	0.6275
90509	1487	1377	100	0.13751
90509	1493	1376	100	0.15716
NA	1072	1376	100	0.086841
NA	1059	1376	100	0.074461
NA	1067	1376	100	0.84149
NA	1052	1376	100	0.080638
NA	1047	1376	100	0.086776
71209	1048	1376	100	0.16531
62202	1282	1376	100	0.1769
NA	1088	1376	100	0.066422
NA	1040	1376	100	0.090119
NA	1108	1376	100	0.079536
71209	1119	1376	100	0.14762
92109	1498	1147	100	0.73065
92109	1488	1147	100	0.87633
92109	1522	1147	100	0.96344
92109	1481	1147	100	1.4906
92109	1480	1147	100	0.83844
92109	1537	1147	100	0.97078
92109	1511	1147	100	0.7657
92109	1473	1147	100	1.1012
92109	1532	1172	100	3.7168
92109	1507	1172	100	1.3302
92109	1473	1172	100	0.80471
92109	1502	1172	100	1.9591
92109	1489	1172	100	0.9234
92109	1459	1172	100	0.90836
92109	1485	1172	100	1.132
92109	1504	1172	100	0.93543
92109	1498	1172	100	0.89116
92109	1513	1172	100	0.57803
92109	1516	1172	100	0.81208
92109	1530	1172	100	1.0175
92109	1529	1172	100	0.86249
92109	1513	1064	100	0.58014
92109	1536	1064	100	3.0991
92109	1489	1064	100	0.80228
92109	1487	1278	100	0.82131
92109	1480	1278	100	0.75253
92109	1530	1278	100	0.84663
92109	1474	1278	100	1.2503
92109	1502	1278	100	3.6264
92109	1529	1376	100	0.95837
92109	1474	1376	100	1.4039
92109	1504	1376	100	1.0192
92109	1536	1375	100	3.3582
92109	1504	1375	100	0.84534
92109	1529	1078	100	0.98382
92109	1474	1078	100	1.2146
92109	1474	1145	100	1.2615
92109	1474	1174	100	1.3791
92109	1536	1377	100	3.3969
73109	1111	1282	100	0.080816
73109	1195	1282	100	0.22222
73109	1287	1282	100	0.31747
73109	1111	1281	100	0.026976
73109	1195	1281	100	0.66071
73109	1287	1281	100	0.61018
73109	1108	1281	100	0.14164
73109	1108	1282	100	0.030282
73109	1062	1286	100	0.70389
73109	1101	1285	100	0.02513
73109	1111	1286	100	0.040214
73109	1116	1286	100	0.019547
73109	1101	1286	100	0.014048
73109	1111	1285	100	0.040056
73109	1090	1285	100	0.12201
73109	1108	1285	100	0.12454
73109	1108	1283	100	0.050505
73109	1111	1284	100	0.044676
73109	1079	1284	100	0.046265
73109	1101	1284	100	0.035683
73109	1096	1284	100	0.066539
73109	1116	1283	100	0.020324
73109	1340	1283	100	0.025352
73109	1096	1283	100	0.028922
73109	1090	1289	100	0.042386
73109	1291	1289	100	0.043333
73109	1108	1289	100	0.022568
73109	1111	1288	100	0.030232
73109	1079	1288	100	0.090251
73109	1101	1288	100	0.024343
73109	1094	1288	100	0.039745
73109	1195	1282	100	0.26149
73109	1287	1282	100	0.30655
73109	1195	1281	100	0.37317
73109	1287	1281	100	0.85364
73109	1111	1282	100	0.060715
73109	1108	1282	100	0.055036
73109	1111	1281	100	0.04044
73109	1108	1281	100	0.039983
73109	1195	1282	100	0.21685
73109	1195	1281	100	0.36842
73109	1287	1281	100	0.28
73109	1111	1282	100	0.07976
73109	1287	1282	100	0.26282
73109	1108	1282	100	0.070481
73109	1111	1281	100	0.048447
73109	1108	1281	100	0.090155
81209	1067	1324	100	4.4476
81209	1033	1324	100	0.59368
81209	1064	1324	100	0.32357
81209	1073	1324	100	0.88679
81209	1064	1322	100	0.40447
81209	1082	1322	100	0.48252
81209	1090	1322	100	0.44525
81209	1101	1322	100	0.60694
81209	1030	1316	100	0.88793
81209	1064	1316	100	0.88514
81209	1082	1316	100	0.67587
81209	1085	1316	100	0.97814
81209	1029	1314	100	0.18895
81209	1030	1314	100	0.19289
81209	1064	1314	100	0.13052
81209	1024	1314	100	0.11111
81209	1067	1320	100	6.474
81209	1027	1320	100	0.71166
81209	1030	1320	100	0.68037
81209	1064	1320	100	0.42449
81209	1025	1319	100	0.72214
81209	1030	1319	100	0.56414
81209	1064	1319	100	0.74436
81209	1102	1319	100	0.78065
81209	1086	1315	100	0.67122
81209	1050	1317	100	0.64813
81209	1064	1317	100	0.63353
81209	1073	1317	100	1.2369
81209	1064	1315	100	0.7035
81209	1112	1315	100	0.70536
81209	1078	1315	100	0.98259
81209	1067	1324	100	4.1141
81209	1033	1324	100	0.76046
81209	1064	1324	100	0.38817
81209	1073	1324	100	0.85945
81209	1064	1322	100	0.32169
81209	1082	1322	100	0.62252
81209	1090	1322	100	0.4757
81209	1101	1322	100	0.35675
81209	1067	1324	100	3.3035
81209	1033	1324	100	0.39851
81209	1064	1324	100	0.19173
81209	1073	1324	100	0.8046
81209	1064	1322	100	0.36544
81209	1082	1322	100	0.26759
81209	1090	1322	100	0.20562
81209	1101	1322	100	0.25595
101409	1527	1314	100	1.0756
101409	1545	1314	100	1.2112
101409	1522	1314	100	1.5647
101409	1491	1314	100	0.94444
101409	1520	1314	100	2.1751
101409	1513	1314	100	1.4698
101409	1475	1314	100	0.76331
101409	11022	1314	100	1.0987
101409	1462	1324	100	1.1152
101409	1465	1324	100	0.80425
101409	1545	1324	100	0.92609
101409	1461	1324	100	0.98182
101409	1522	1324	100	1.2276
101409	1530	1324	100	1.7004
101409	1466	1324	100	0.9461
101409	11022	1324	100	1
101409	1536	1319	100	12.6397
101409	1545	1319	100	0.70445
101409	1522	1319	100	0.70161
101409	1576	1319	100	0.78644
101409	1462	1319	100	0.57542
101409	1530	1319	100	0.78815
101409	1503	1321	100	0.64407
101409	1530	1321	100	0.78365
101409	1527	1315	100	0.25556
101409	1522	1315	100	1.1821
101409	1545	1315	100	0.80263
101409	1546	1315	100	1.0826
101409	1527	1318	100	0.27381
101409	1534	1318	100	1.4204
101409	1545	1320	100	0.93555
101409	1513	1320	100	1.5806
101409	1491	1322	100	0.62443
101409	1534	1322	100	1.3809
101409	1491	1323	100	0.83945
101409	1519	1323	100	0.8479
101409	1545	1316	100	0.79703
101409	1529	1316	100	1.1349
101409	1527	1316	100	0.9072
101409	1522	1316	100	1.2218
101409	1536	1316	100	14.395
101409	1530	1316	100	1.1407
101409	1545	1317	100	0.74888
101409	1527	1317	100	0.90758
101409	1534	1317	100	1.1875
101409	1529	1317	100	1.1875
101409	1491	1317	100	0.58333
101709	1387	1316	100	0.39401
101709	1048	1316	100	0.61294
101709	1380	1316	100	0.11913
101709	1445	1316	100	0.13466
101709	1376	1316	100	0.18597
101709	1377	1316	100	0.11356
101709	1368	1316	100	0.13357
101709	1367	1316	100	0.12651
101709	1385	1324	100	0.18263
101709	1446	1324	100	0.10546
101709	1424	1324	100	0.11482
101709	1371	1324	100	0.14485
101709	1404	1324	100	0.73262
101709	1416	1324	100	0.1476
101709	1442	1324	100	0.14091
101709	1447	1324	100	0.14587
101709	1367	1314	100	0.27035
101709	1385	1314	100	0.23844
101709	1366	1314	100	0.28998
101709	1364	1314	100	0.17475
101709	1376	1314	100	0.41601
101709	1383	1314	100	0.20898
101709	1377	1314	100	0.24651
101709	1048	1319	100	0.28506
101709	1493	1315	100	0.097922
101709	1489	1315	100	0.098735
101709	1179	1315	100	0.072326
101709	1138	1315	100	0.080359
101709	1536	1318	100	1.367
101709	1493	1318	100	0.1398
101709	1546	1318	100	0.12273
101709	1485	1318	100	0.094005
101709	1507	1321	100	0.16358
101709	1222	1321	100	0.068374
101709	1138	1321	100	0.097338
101709	1196	1321	100	0.11088
101709	1547	1322	100	0.13512
101709	1027	1322	100	0.10037
101709	1062	1322	100	0.097213
101709	1029	1322	100	0.094596
101709	1516	1323	100	0.12988
101709	1481	1323	100	0.24005
101709	1476	1323	100	0.12447
101709	1466	1323	100	0.10217
101709	1502	1317	100	0.81221
101709	1536	1317	100	1.2672
101709	1376	1320	100	0.24554
101909	1530	1281	100	0.72797
101909	1529	1281	100	0.90261
101909	1489	1281	100	0.45204
101909	1536	1281	100	2.0753
101909	1516	1281	100	0.45455
101909	1465	1281	100	0.60595
101909	1505	1281	100	0.32602
101909	11022	1023	100	0.60164
101909	1530	1283	100	0.62994
101909	1461	1283	100	0.81775
101909	1516	1283	100	0.58606
101909	1501	1283	100	0.59533
101909	1499	1283	100	0.38784
101909	1521	1283	100	0.53754
101909	1535	1283	100	0.63354
101909	1530	1284	100	0.45966
101909	1530	1291	100	1.1607
101909	1529	1291	100	1.0135
101909	1536	1291	100	2.5151
101909	1528	1291	100	0.69561
101909	1531	1291	100	0.75368
101909	1505	1291	100	0.48879
101909	1466	1291	100	0.85759
101909	11022	1023	100	0.73563
101909	1530	1289	100	0.75243
101909	1506	1289	100	0.51038
101909	1545	1289	100	0.71429
101909	1539	1289	100	0.98542
101909	1461	1289	100	0.54158
101909	1515	1289	100	0.66248
101909	1530	1290	100	0.71256
101909	1544	1290	100	0.58018
101909	1534	1288	100	1.0696
101909	1535	1288	100	0.98259
101909	1532	1288	100	4.3523
101909	1527	1288	100	0.6316
101909	1533	1288	100	2.0695
101909	1502	1287	100	2.1683
101909	1501	1287	100	0.92045
101909	1530	1287	100	0.74341
101909	1530	1282	100	0.78333
101909	1529	1282	100	0.74302
101909	1536	1282	100	2.0134
101909	1528	1282	100	0.49637
101909	1531	1282	100	0.56878
101909	1489	1286	100	0.43161
101909	1537	1286	100	0.47902
102409	1052	1295	100	0.44239
102409	1046	1295	100	0.61715
102409	1069	1295	100	0.86879
102409	1034	1295	100	0.55476
102409	1063	1295	100	0.40554
102409	1031	1295	100	0.42745
102409	1088	1295	100	0.52054
102409	1055	1295	100	0.42828
102409	1062	1297	100	0.64019
102409	1085	1297	100	0.60119
102409	1065	1297	100	0.35936
102409	1046	1297	100	0.38434
102409	1088	1297	100	0.53742
102409	1108	1297	100	0.33471
102409	1089	1297	100	0.667
102409	1057	1297	100	0.38591
102409	1073	1299	100	2.1216
102409	1067	1299	100	2.9767
102409	1069	1299	100	0.81703
102409	1115	1299	100	0.76284
102409	1034	1299	100	0.4638
102409	1038	1299	100	0.87997
102409	1039	1299	100	0.4006
102409	1108	1299	100	0.3661
102409	1037	1293	100	0.65903
102409	1067	1300	100	1.8483
102409	1024	1300	100	0.44437
102409	1115	1300	100	0.61043
102409	1069	1296	100	0.84945
102409	1101	1296	100	0.37241
102409	1085	1296	100	0.5623
102409	1046	1296	100	0.38036
102409	1054	1298	100	0.8456
102409	1073	1301	100	0.71704
102409	1067	1301	100	1.8011
102409	1024	1301	100	0.33086
102409	1046	1301	100	0.47579
102409	1067	1302	100	2.0834
102409	1073	1302	100	0.70879
102509	1115	1292	100	3.077
102509	1067	1292	100	6.5599
102509	1073	1292	100	1.7306
102509	1046	1292	100	0.66608
102509	1054	1292	100	1.4308
102509	1055	1292	100	0.85125
102509	1031	1292	100	0.81034
102509	1063	1292	100	0.52354
102509	1067	1294	100	4.8571
102509	1100	1294	100	1.0674
102509	1037	1294	100	0.60267
102509	1089	1294	100	0.76093
102509	1080	1294	100	0.57607
102509	1085	1294	100	0.87026
102509	1069	1294	100	0.81518
102509	1055	1294	100	0.70851
102509	1222	1295	100	0.58943
102509	1205	1295	100	2.3389
102509	1185	1295	100	0.75971
102509	1230	1295	100	0.86563
102509	1219	1295	100	0.84814
102509	1206	1295	100	0.82822
102509	1135	1295	100	0.79842
102509	11022	1295	100	0.88197
102509	1183	1296	100	1.9971
102509	1228	1296	100	0.56783
102509	1208	1296	100	0.50121
102509	1229	1296	100	0.49851
102509	1224	1296	100	0.53189
102509	1230	1296	100	0.61343
102509	1194	1296	100	0.76142
102509	1185	1296	100	0.51633
102509	1156	1297	100	0.43732
102509	1155	1297	100	0.64755
102509	1154	1297	100	0.71387
102509	1157	1297	100	0.49968
102509	1149	1297	100	0.64977
102509	1150	1297	100	0.62994
102509	1220	1297	100	0.42487
102509	1151	1297	100	0.52475
102509	1205	1298	100	2.9202
102509	1166	1298	100	0.6671
102509	1193	1298	100	0.70759
102509	1174	1298	100	0.78426
102509	1141	1298	100	0.51227
102509	1224	1294	100	0.73113
102509	1230	1294	100	0.70968
102509	1205	1294	100	2.2979
102509	1174	1299	100	0.61134
102509	1133	1299	100	0.63246
102509	1227	1299	100	0.46031
102509	1202	1299	100	0.70523
102509	1141	1299	100	0.46813
102509	1192	1302	100	0.56886
102509	1205	1302	100	2.5739
102509	1224	1302	100	0.57204
102509	1230	1292	100	0.55442
102509	1227	1292	100	0.49499
102509	1202	1292	100	0.65551
102509	1215	1292	100	0.53908
102509	1220	1292	100	0.39664
102509	1231	1292	100	0.63805
102509	1156	1301	100	0.53625
103109	1287	1299	100	1.0108
103109	1288	1299	100	0.70841
103109	1269	1299	100	0.53042
103109	1281	1299	100	0.78155
103109	1329	1299	100	0.58141
103109	1251	1299	100	0.56381
103109	1291	1299	100	0.69832
103109	1285	1299	100	0.39053
103109	1287	1302	100	0.61556
103109	1291	1302	100	0.51586
103109	1329	1302	100	0.4111
103109	1281	1302	100	0.29639
103109	1246	1302	100	0.26749
103109	1242	1302	100	0.25522
103109	1291	1301	100	0.64465
103109	1251	1301	100	0.38352
103109	1287	1301	100	0.58125
103109	1309	1301	100	0.24769
103109	1281	1301	100	0.34296
103109	1269	1301	100	0.24769
103109	1329	1300	100	0.36826
103109	1269	1300	100	0.23347
103109	1249	1300	100	0.56155
103109	1251	1300	100	0.28908
103109	1336	1292	100	0.25176
103109	1287	1292	100	0.33573
103109	1299	1292	100	0.29942
103109	1340	1292	100	0.39341
103109	1329	1298	100	0.37065
103109	1269	1298	100	0.19061
103109	1299	1298	100	0.31129
103109	1257	1298	100	0.29746
103109	1251	1294	100	0.35943
103109	1281	1294	100	0.40846
103109	1309	1294	100	0.25519
103109	1242	1294	100	0.24288
103109	1299	1297	100	0.4214
103109	1287	1297	100	0.37826
103109	1274	1297	100	0.4
103109	1251	1297	100	0.39114
103109	1339	1296	100	0.3873
103109	1336	1296	100	0.30161
103109	1313	1296	100	0.23596
103109	1329	1296	100	0.37605
103109	1274	1296	100	0.48004
103109	1291	1293	100	0.52615
103109	1287	1293	100	0.60208
110109	1448	1292	100	0.12774
110109	1444	1292	100	0.18358
110109	1430	1292	100	0.16933
110109	1450	1292	100	0.2111
110109	1437	1292	100	0.18326
110109	1406	1292	100	0.40051
110109	1436	1292	100	0.15472
110109	1446	1292	100	0.089874
110109	1448	1295	100	0.14128
110109	1446	1295	100	0.18467
110109	1433	1295	100	0.16036
110109	1430	1295	100	0.213
110109	1435	1295	100	0.15906
110109	1388	1295	100	0.19197
110109	1362	1295	100	0.15999
110109	1438	1295	100	0.17337
110109	1309	1295	100	0.17314
110109	1299	1295	100	0.19863
110109	1282	1295	100	0.46429
110109	1246	1295	100	0.11871
110109	1251	1295	100	0.16894
110109	1307	1295	100	0.14187
110109	1249	1295	100	0.22527
110109	1242	1295	100	0.14698
110109	1448	1299	100	0.17479
110109	1440	1299	100	0.2118
110109	1442	1299	100	0.16435
110109	1404	1299	100	2.1822
110109	1447	1299	100	0.18907
110109	1433	1299	100	0.15514
110109	1418	1299	100	0.41923
110109	1407	1299	100	0.84798
110109	1391	1300	100	0.19392
110109	1364	1300	100	0.16727
110109	1395	1300	100	0.17825
110109	1388	1300	100	0.20883
110109	1446	1300	100	0.18902
110109	1362	1300	100	0.14406
110109	1373	1300	100	0.19639
110109	1432	1300	100	0.24094
110109	1422	1294	100	0.17633
110109	1443	1294	100	0.21087
110109	1391	1295	100	0.21163
110109	1448	1298	100	0.13727
110109	1363	1298	100	0.23726
110109	1404	1302	100	0.58987
110109	1281	1297	100	0.19098
110609	1532	1295	100	7.6473
110609	1459	1295	100	0.37308
110609	1515	1295	100	0.51947
110609	1467	1295	100	0.56399
110609	1474	1295	100	0.40561
110609	1465	1295	100	0.56209
110609	1500	1295	100	0.35192
110609	1475	1295	100	0.38556
110609	1536	1299	100	6.4964
110609	1530	1299	100	2.4043
110609	1529	1299	100	0.8325
110609	1515	1299	100	0.48058
110609	1531	1299	100	0.38737
110609	1516	1299	100	0.35243
110609	1476	1299	100	0.3287
110609	1463	1299	100	0.4583
110609	1536	1294	100	4.7017
110609	1515	1294	100	0.42297
110609	1526	1294	100	0.26334
110609	1475	1294	100	0.23539
110609	1536	1302	100	7.3153
110609	1529	1302	100	2.1925
110609	1530	1302	100	2.913
110609	1531	1302	100	1.0162
110609	1534	1296	100	0.93481
110609	1533	1296	100	3.1799
110609	1535	1296	100	0.8205
110609	1532	1296	100	7.6
110609	1506	1296	100	0.39714
110609	1536	1296	100	3.3237
110609	1461	1298	100	0.36831
110609	1515	1298	100	0.28378
110609	1536	1301	100	5.4207
110609	1530	1301	100	0.84491
110609	1529	1301	100	0.61193
110609	1531	1301	100	0.28592
110609	1528	1301	100	0.27483
110609	1515	1300	100	0.25389
110609	1516	1300	100	0.27298
110609	1536	1300	100	4.0408
110609	1536	1292	100	2.8939
110609	1532	1292	100	5.7392
110609	1529	1292	100	0.16585
110609	1530	1292	100	0.20601
110609	1529	1293	100	0.14808
110609	1530	1293	100	0.16775
